id,label,tweet
502,0,@d_lacepanties safe travels girlie
503,0,He's been offered contact info from those he's speaking with should he care to contribute. He's utilized none of this. I am unimpressed.
504,0,"Le dan color con los tuiteros que almorzaron con Piñera.Tanto bullying,si hubieran sido ustedes los invitados habrían ido igual. #Esonomás."
505,0,"RT @MMMotorsports: @YesYoureSexist @J_Carnivale14 I've navigated Moroccan desert w/o GPS, chase crew, cell phones. Only compass and map. I'…"
506,0,"Jelly much, Kat? Andre is no catch.  #mkr"
507,0,Na palestra da minha escola usaram o restart como exemplo de bullying -.-'kk'
508,0,Sometimes I don't know what Colin is saying #mkr
509,0,@DiceTechJobs @Itshella_dom @Maira_Benjamin @jenrpetersen that isn't me.
510,0,Kat the contradictory cow. Says she regrets voting strategically but does it again #mkr #mkr2015
511,0,"Oh, hell. Is Blizzard proxying tweets instead of sending the tweet content directly to twitter from the WoW client?"
512,0,@DJCPI @TheQuinnspiracy @metafilter i saw. &lt;3 metafilter. :)
513,0,Annie is coated in + 1000 sunscreen. #mkr
514,0,"You confused me... in a good way, -is a that a compliment, Colin? Katie and Nikki think so! #mkr"
515,0,@ATLathirox YOU SHOULD HAVE COME MY FRIENDS SNEAKED IN TO THE CONCERT WITHOUT TICKERS
516,0,@WPIAL_Insider if quip played there classification who would u take clairton or quip
517,0,Did that Nandos advert really just happen? #MKR
518,0,@abedhalawi @saedsdk @amaz7_ @ramzimort Hahahaha i suppose so :p
519,0,Omg Stewart has a long middle finger!! Lol!!
520,0,@3x1minus1 What about electroclash? #neverforget
521,0,@Inglonias expanding? O_o
522,0,"The morning after, hung over, struggling to remember how that pile of o'reilly books ended up in your bed. ""WHAT DID I CODE LAST NIGHT"""
523,0,@SXOYXOS: Happy birthday @KierraLove2! Love you! (: Thanks girl love u too:)
524,0,@isamjs hahaha bercanda bully bully di twitter anak angkatan 6. Apa kabar kak? Gmana lancar gak nih puasanya?
525,0,Colin scoring for the ratings tonight. A 7 for a roasted bird that wasn't stuffed and couscous. Other teams must feel ripped off. #mkr
526,0,@DianH4 Being free to make your own choices is good.
527,0,Don't deny it!
528,0,Rico so mad that I don't get off til 7 😏😏😏
529,0,@gennirobinson well I'm going to BK next yer I moved here from Ohio so I'm just finishing up my last semester through online school
530,0,@TheQuinnspiracy PLZ GET URSELF A BLACKMILK SUPERHERO SWIM
531,0,"@olga_imoet maafin ya, kalau ada bully yang gak diterima. ikhlasin ya... :)"
532,0,@tooomski lo tadi di bully ga tom?
533,0,A melhor parte do dia é o bullying com o @CarlosPivetta rs.
534,0,@shehzilk @watan71969 At least Churchill got it right. http://t.co/Bjgk9PdUUO
535,0,Haha yes... Kat and Andre failing!! KARMA MOTHERFCKERS 😝 #MKR
536,0,@_RetroQueen_ on the last day of school I seen you at taco bender
537,0,Just now waking up.
538,0,bully beatdown. #intense
539,0,"@holinka if you are, i may try to locate you for another hug."
540,0,"holy shit, i'd rather commit suicide than get bullied by @Laurennicoolee...."
541,0,"To all you people saying ""NOOO! #mkr dragging on!"".. there's 14 teams an weeks after these instant restaraunts. It's only 3 more months. :)"
542,0,Maybe the girls should have less tickets on themselves and worry about the cooking. #MKR
543,0,Judges were frosty when scoring the rosti #mkr
544,0,@leizlibranza yeah pole dancing was my biggest achievement! Aside from i knew how to actually look and move sexy with some bonus classes!
545,0,if you don't know about the old old old school songs something is wrong.
546,0,@LynnMagic we should def talk later :)
547,0,"The ""LOVE PINK CAMPAIGN"" for Self Love, Anti- Bullying, Ovarian Cancer, and NOH8 COMIN SOON!!!!!!! #TEAMISP #UnknownCelebrityPR  #weWorkin"
548,0,The teams are so rough in their scoring girls deserve better #MKR
549,0,@FuckingDesean ahaha there's no reason anyone would bully me! X)
550,0,"NO matter how talented you are, not everybody is going to like you, but that’s life, just stay strong."
551,0,Cramps from hell. Wah.
552,0,"@buellerishere If you are impressed by madrassa rats, Baghdadi has his Phd in Islam. So who are you to tell him?"
553,0,My fav #MKR teams so far are definitely: Eva &amp; Debra Rose &amp; Josh Annie &amp; Loyd Robert &amp; Lynzy Sherie &amp; Emilie Jaz &amp; Shaz (not in order)
554,0,@InstantReporter @ALWiss5 And Egypt will have even more air strikes as revenge for taking the hostages.
555,0,@pNibbler @AlterNet @MaxBlumenthal I don't care if someone believes that. As long as they don't assert the right to kill me for leaving.
556,0,@boysies It was worth the trip alone. Blown away. She loves the gays and the gays love her. If photo u took isn't awful then do send it ;)
557,0,@bradybaggett @LUVSHINECAFE But at that time we didn't have fools saying that we can't fight Germany because there are good Germans.
558,0,RT @mary__kaye: I blame the other teams for this. #mkr
559,0,@root_tim this is my work :)
560,0,"RT @gater_ebooks: You Big Government, anti-freedom fucks are why I am in favour of fat shaming"
561,0,@desertfox899 is this 1997??? who uses MSN????
562,0,"@MikeBoom_17 smh , you're in college ! Gtfo.Lol"
563,0,"@_DirtyTruths Of the three papers that he references, I have so far only been able to locate the third."
564,0,@truaemusic Now you are drowning in self destructive PC stupidity. Conversation over. Blocked.
565,0,"@MikePrysner @ChristophHeer52 Where is your evidence that any of these people are Nazis, Putin troll."
566,0,"@_d_n_verg_ @stevesalaita Screaming in pure religious hatred, ""Allahu Akbar, Allahu Akbar, Allahu Akbar"""
567,0,@Assiye61 @MaxBlumenthal Seen it. But the Bible still has no concept of eternal jihad against all humanity.
568,0,#chevape #paprikash #wogfood #MKR2015
569,0,@98Halima @cdnKhadija @rfrankh53 @BilalIGhumman @johnnygjokaj Mohammed had no excuse at all to attack Khybar Jews.
570,0,A comparison to Santa would be more apt. Lots of talk around the blocker tonight. http://t.co/rTgOj41PMX
571,0,@LynneMcGranger Kat and Andre are a disgrace! They should be booted. To score that low to save themselves.....pffft! #mkr
572,0,"@lucciiernaga7 si, jajajajajajja plan macabro jajajajajja y le hariamos bullying @MonicaLuck"
573,0,Obviously strategic voting!! #mkr
574,0,@Popehat i can never tell anymore.
575,0,"6 Italian scientists have been sent to prison for failing to predict the 2009 earthquake. I admit, a lot of people died, but really!!! #joke"
576,0,@rConflictNews @HaraldDoornbos What is even more disturbing is the number of people who want to watch.
577,0,@MclendonLakisha That is a lie.  The prophet Mohammed had people executed for criticizing him.
578,0,@_blackglass__ @dumuzi1969 YPG has civilians leave before the fight.  The Daesh holds them prisoner and uses them as shields.
579,0,Im so pissed off i fucking hate everything and everyone
580,0,@scholarshipscom My 2013 education resolution is to go to school for pharmacy and be successful.
581,0,Chickeny thing. Technical terminology here #mkr
582,0,"So she can try &amp; claim innocence, but statistics paint her as being someone to avoid. And I've been in her sights for a while. Oh well."
583,0,Leo status: still zonked out http://t.co/QuSS6Mox8W
584,0,RT @Rildom1: @YesYoureSexist @urmindblown the fact doesn't say intended for cars it literally says the windshield wipers which doesn't limi…
585,0,"Really, really curious to see what happens with this."
586,0,@sigje mayyyybe. Is there a CFP? I've done some neat stuff with statsd/graphite and abuse metrics
587,0,"@MartinSenyszak you can have three errors, known errors, unknown errors and unknown unknown errors"
588,0,"“@PublimetroMX: Ninel Conde, víctima del bullying en Twitter, cambia su cuenta http://t.co/pFE73I7”/// aaaaaaaaaajajajajajajajahahahajahaja"
589,0,@MisGrace @GBabeuf @RJennromao @DavidJo52951945 @Novorossiyan @gbazov @NewsCoverUp @rougek68 Thanks for the intellectual response. Blocked.
590,0,It's go time.
591,0,@atonal440 @ralphcrafts i'm pretty entertained in that i only see half of the conversation. ;)
592,0,RT @HayatAlvi: Escaped Syrian Child Soldier: 'Don't Join #ISIS' http://t.co/xpcW4uHwQ1
593,0,"hablando del bullying y el pasado bully de @JoselitoHuerta, @enjoyCARRILLO y @chekozucconi..."
594,0,“And so we’ll have whittled 18 down to 14 in just a few short months” #MKR
595,0,Bullying ? É o caralho . Amg tiver passando porisso agnt resolvee ligeriin .
596,0,God another fucking instant restaurant round #mkr
597,0,This dessert looks I dunno... I'm not feeling it.. #mkr
598,0,Got out of class early today #thankgod
599,0,Woo can't wait to see what happens!!! #mkr
600,0,I always get so hungry watching #mkr
601,0,"@sudixitca @egypt_speaks Unfortunately, Russia is a source of terror. All those Chechens in E. Ukraine are not there for humanitarian reason"
602,0,I miss my bestfriend .
603,0,Não é bullying se a pessoa usa o Internet Explorer
604,0,Which was my first choice.
605,0,@MHWitchfinder you guys don't even know the difference between the 3. Lolnope
606,0,"I'm bringing it up for one reason. GamerGate has brought harassment into the limelight, but rest assured, it's always there."
607,0,@jaaandellekate k. jandelle. ang bully mo tlaga. bully ka!
608,0,"@PardusXY @silverwolfcc Unrelated to Highlander.  I also prefer Fletch Lives over the first for same reason as GB 2.  Funnier, bottom line."
609,0,GET. FUCKING. FUCKED. #mkr
610,0,@JeffreyGuterman It's a joke.  They can't even afford to pay their fighters.  And they don't have close to that kind of budget. #Mosul
611,0,"Caught @FishyKissy sprawled on his side, chewing on his bully bone like a lazy bum. Then he noticed me..."
612,0,@Ok_Kay_Kaye around 2:30 ish cause I get outta class at 1:50
613,0,@Citywolf_IS3 The Daesh are fleeing the Kobane countryside. The YPG/YPJ will follow them all the way to Raqqa.
614,0,"@1Protoco1_J1had @ALWiss5 @ISdawah300 Guy makes speech with a gun to his head. But we saw the blown up Churches, beheaded Copts, mass graves"
615,0,Surley not another round of instant restaurants?!??! #MKR
616,0,RT @SydneyEditor1: I keep looking for Rob/Lynzey &amp; Debra/Eva but they're safe right? #MKR
617,0,They cant get a can opener working how they going to get the ice cream maker to work. #MKR
618,0,“Thirsty Vagina Warriors is the name of my new girl band. My old girl band -- Bully Pulpit and the Trial Balloons -- broke up.”
619,0,Kat and Andre you need to go! #rude #elimination #MKR @MKR_Official #katandandre
620,0,Who wanna sub tweet . Sub tweet me
621,0,"@TeeYouVee if it's something that needs immediate attention, randi@randi.io works as well."
622,0,Trying to decide if I have time to contact police before call w/lawyer. Never thought I'd say this unless I was in trouble/tequila involved.
623,0,@asem_1994 They are in about 20 verses of the Quran. And they are in the Hadiths. http://t.co/EJO9hpV5cN
624,0,I heard it correctly. 1:57:20. http://t.co/NZQxXXK181
625,0,"@TristanParrish I find more impactful talks are based around a story, but it's a tough balance."
626,0,RT @finicalgal: Stuffing up instant couscous should be an immediate elimination.
627,0,SNAP Manu - best judge reply on #MKR that ur bad score is because of strategic voting.....do they realize they have to cook good well too?
628,0,"@LifeInKhilafah Between 50,000 and 70,000 would be my guess."
629,0,RT @Oh_tobs: If there was a god she would have fallen off #MKR
630,0,RT @UsefuIidiot: Awwww what a lovely sentiment by this caring Imam http://t.co/UzFkAZYU7E
631,0,People from my school are up here. Ew
632,0,im cold i wish i had a bf to give me a sweatshirt but hahahaha yeah right
633,0,@OHLANDmusic I would say me but that's egotistical so let's go with danger mouse or childish gambino
634,0,I bought crepes but I don't really know what they are so I am just going to call this a fruit burrito. http://t.co/p7gZt7P0Oh
635,0,"Now that person has been doxxed on 8chan. And despite this being the person who posted my &amp; others' home address, suddenly he sees a problem"
636,0,We Got School On Thursday
637,0,@Fc_LCastan bullying ?! palhaço te mancaaa
638,0,Bully- E:)
639,0,"RT @deathofrats01: @freebsdgirl When I think about all the different things that have happened since last August, I think of things like th…"
640,0,@Jur2e not giving up on it yet but it didn't quite meet my expectations.
641,0,It feel gud to lay here
642,0,I can already tell that there's only going to be one person who I'll stay in contact with once I leave school.
643,0,Getting ready to kill stuff with my teammates! #selfie #warlords http://t.co/TyEhfh3V0S
644,0,RT @peter__kay:RT @AshleyBellamy_: Katie and Nikki need to be deported from australia #MKR
645,0,"I would back hand them both. Giving them a 1? Strategic? No, you are just being major fkn dicks. #mkr"
646,0,Niggas wanna fight after school and shit
647,0,#mkr say sassy one more time 😒
648,0,Can't believe I'm still awake when I  have to wake up in 4 hours time for school. But school until 11 only tmr! 😄
649,0,@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime All states were established through war.
650,0,@sfmorrigan this is my first time ever watching it.
651,0,Who hasn't cooked on a BBQ before?! #mkr
652,0,"Als je wordt gepest, wees bly dat je in NL woont.. Amerikaans bully's zouden je verwoesten.."
653,0,@brenbarber It's well articulated.
654,0,Jadi aja di-bully (lagi) gara-gara 'Korea' (⌣́_⌣̀)
655,0,Kat is proud of serving up shit #mkr
656,0,Pq vc dorme tarde &gt;&gt;&gt;&gt; bullying
657,0,@tarkasteve sorry about that. &gt;.&gt;
658,0,@eevee @Manami_Fox @femfreq that has got to be one of the weirdest insults i've ever seen slung by an MRA/gater/whatever.
659,0,Because a man who sexually assaulted my friend in high school with two others is now a cop in my home town. #YesAllWomen
660,0,"in short, there needs to be a verified that isn't Verified. requiring govt ids will cause probs. unique phone less problematic, not perfect."
661,0,Ahhh my arms numb
662,0,I'm a gangsta baby you ain't know?
663,0,RT @TopNewsA1: Synagogue Shooting Victim Dies; Copenhagen on Edge http://t.co/eNdRw2kUmk
664,0,Im gonna live....my life.....
665,0,Just kidding. I'm more like beta
666,0,@Dabiq_Warrior @Totenleserin Now each offensive the Daesh try to mount looks weaker and more pitiful than the last.
667,0,I don't remember half of these ppl #mkr
668,0,RT @GudawEnglish: Residents leaving en masse from Tal abyad as YPG and FSA advance to liberated the town from ISIS  terrorist #TwitterKurds
669,0,Bullying nas escolas: O que os professores podem fazer para mudar esse cenário? http://bit.ly/qd7hYv
670,0,LOVE is LOUDER then bullying&lt;3
671,0,You make me not wanna eat.. #Fitspiration #YouCanDoIt
672,0,minha animação pra o projeto do bullying = 0
673,0,"Powerful lineup of informative guests and talk in re school safety for the 12/23 @EricFarrisShow on @krzknews 106.3 this Sun, 12/23 @ 4 pm"
674,0,My phones at 8% I'm going to cry.
675,0,@andykhouri mad props to @comicsalliance. Well done.
676,0,@TitoTripleD ill try
677,0,RT @shahishtiaque Naah I'm not sexist but can someone get me this T-Shirt please? http://t.co/7rQxiqojLf
678,0,Can they please not say 'sassy' anymore? #MKR
679,0,Curious as to what GamerGate finds more offensive: that I'm overweight or that I'm completely unapologetic &amp; unashamed of it?
680,0,I think the biggest problem I have with it is that there's too much of a reliance on WoW services for an external mechanism.
681,0,"So now he targets women, because you know, they can fight back a lot less. lolllll."
682,0,"I'm sorry but I'm not watching another round. This is getting beyond ridiculous. When you actually get people who can cook, let me know #MKR"
683,0,@M_Wein congrats ^.^
684,0,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan Go and read the Pact of Umar that relegates them to third class citizenship.
685,0,RT @oh_deary_me__: Meanwhile back in the English Boyz tent. #mkr http://t.co/ezWQnQIiYH
686,0,"Bully prevention curriculum, free, online, proven, http://t.co/xRrTIxn"
687,0,pseudonyms are good. own it! anonymous is not the same thing. what jason/wadhwa are promoting would require ID/home address/PAY TO USE
688,0,"@ShavaneBandoo mi either, but them claim seh they don't want me to get a lazy attitude towards school"
689,0,@CalseyBeliebs stalking is not fresh Cal /:
690,0,@MsLizzieMarie me too lol
691,0,"RT @hmason: Kathy Sierra on Silicon Valley, meritocracy, and Skater Culture.  http://t.co/UlNvvmyC3d"
692,0,@nrllhkose @BBCPaulAdams People have ask that dumb question 1000 times. The answer is that there is no good side fighting for Aleppo.
693,0,RT @finicalgal: Stuffing up instant couscous should be an immediate elimination. #MKR
694,0,Bully ! ! !  @ZealousAubreona
695,0,"We had the best lipdub nobody can top us, class 2012 sayy whaaa😂"
696,0,@ivicong ikaw nga bully diyan eh. CROOK!
697,0,Never been so pissed off.
698,0,"Still think the course needs some work. It was a great half course paired with an ok half course, not a good full course. #RnRStL"
699,0,RT @narryyymate: Drasko and Steve are trying to impress Collin so bad #MKR
700,0,RT @mirahimage: @freebsdgirl hoping they don't need you to speak because he buried himself.
701,0,"@pedroruminot: Una RN presidenta de distrito"" @AlitaMillanir que se burla de una persona porque tuvo cáncer. te mereces un bullying."""
702,0,just took out my quixkweave and my hair has grown so thick . i'm scared to comb it
703,0,Oh it's sas that keeps them in the competition. I thought it was cooking... silly me #MKR
704,0,@Safya77 The Daesh are so scared and helpless that all they have left is a propaganda campaign of lies.
705,0,Kat and Andre must be pretty fucking shit cooks if you need to vote a team 1! #mkr2015 #mkr
706,0,Phahahahaha The classics are the best #TheCobsyShow
707,0,Uh. Why do they not make these for grownups? http://t.co/rHDOkljnDI
708,0,"I don't like the butcher girls but Kat &amp; Andre are dirty players, cheats and can't cook!!! #mkr #howthehelldidtheygetonthisshow"
709,0,I look at all these #MKR meals and wonder how many stopped for a hamburger afterwards.
710,0,@MisGrace @GBabeuf @RJennromao @DavidJo52951945 @Novorossiyan @gbazov @NewsCoverUp @rougek68 Any Putin troll can claim they are from America
711,0,@CoralineAda i like you.
712,0,@mykitchenrules @Krillany: Am I the only one out there hoping these two fail hard? :p #MKR
713,0,Good breakfast ideas with vegetables.  Vegetable fritters with fresh corn yum #mkr
714,0,can @IMPACTWRESTLING have a one hour pre show hosted by @ShowtimeEY and Bully Ray please?
715,0,I hate eveyone.
716,0,"Can I skip school just every Wednesday, Monday, Tuesday, Thursday and Sunday☹?"
717,0,RT @frankdenauw: Maine Man Charged With Choking 2 Cats to Death
718,0,Never go full robot.
719,0,About to get this wig snatched today ð¤ I need a hair cut so bad ð©
720,0,como yo vea #BULLYING en mi colegio POBRE ALUMNOS QUEDAN EXPULSADOS y eso que trabajo en un colegio MUY GRANDE los prof nos damos cuenta
721,0,"RT @bookshopaddict: Miss 9 has just asked, ""Why didn't they do the sorbet first to ensure that it's frozen in time?"".  #mkr"
722,0,@ThatSabineGirl I am confused by the idea of inflicting obesity on others. Is that like force feeding Doritos?
723,0,#MKR #adbreak photo of grandson http://t.co/ol2HxrWyUK
724,0,"@MKR_Official a 1 isn't strategy, it's bastedry #mkr2015 #mkr"
725,0,Let's get some RT s n I will jump 3 pigs #gohardorgohome
726,0,"@ThelmaSleaze I did not mean disadvantage, because women do have body advantages in some sports (flexibility, size, etc.)."
727,0,Flandermeyer just made us all say Missouri out loud.. Cuz some people say Missourah. Lmao.
728,0,2 things that im really ready for...and i cant wait for them to happen
729,0,"Haha Kate, wiped the smile off your face too #mkr"
730,0,“@TheHausOfKunte:Too many contestants makes a Kunte quickly loose interest #MKR #WhoAreHalfThesePeople” YES!! How many rounds *were* there?!
731,0,"@SwitchManZZZ @JenLawliet Honestly, I asked it FOR years...but only with A and B so they answer readily...I then have to explain its C..."
732,0,Go ash and carmella #mkr they should cook my breakfast
733,0,"Gaters have started spamming @join_oapi instead of this account. It's cool, I'm modifying ggautoblocker to use mute just for that acct. ^.^"
734,0,WTF KEVIN!!! STOP MUTING THE DAMN AUDIO #Wrestlemania
735,0,Is it a pony?! Oh fuck off.
736,0,@PresidentKassie go to raddy and you will get your present 🎁
737,0,I don't fuck with squares now do that mean I'm out of shape##3Hunna
738,0,As Real As It Gets: Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty | The http://t.co/UVRs24v
739,0,@jyanuary @pufflecheeks oh so you saying you like being bullied? Lol
740,0,"And somehow blonde triumphs again, bugger. #mkr"
741,0,@tmclaughbos @_RogueSt4r I think I got mine because no one else wanted to touch the code I was working with. :)
742,0,@gewt YOUR FACE IS A PAIN
743,0,@uygaraktas @hrw Guess they are taking revenge for Daesh murders.
744,0,People getting all mad at Racists Getting Fired is my favorite mouse squeak of white supremacy
745,0,@sschinke I posted on a subreddit modded by the person that claims I doxxed them.
746,0,"@Libertarianish We need to force the Daesh to move from place to place to reenforce their troops, and then we need to hit them in transition"
747,0,@Alice2806 loving ur pic babes xx
748,0,RT @rkp12588: @YesYoureSexist A self appointed vigilante for feminism yet shares an article that proclaims men aren't needed. You dont unde…
749,0,"@robmanuel 'In light of the situation in Libya, tell us about a time you gave a bullying person such as a despotic boss their comeuppance'"
750,0,@ansaralummah13 @Believer__Soul The reason they don't release the gold dinar is because they don't have any gold.
751,0,Ministério público investiga bullying sofrido pelas organizações Globo e por Ideli.
752,0,I can't handle another round of this crap #mkr
753,0,Now playing: Wooly Bully by Sam The Sham & The Pharaohs  #nowplaying
754,0,@clipperteas because your target demographic is 1950s businessmen apparently. Fun fact: Don Draper fucking loves tea
755,0,"RT @AtheistRaven: @YesYoureSexist Ladies and gentlemen, we interrupt your regular tirade to remind you that Thor was once a frog. http://t.…"
756,0,"ALL GRATE THINGS ARE SIMPLE, AND MANY CAN BE EXPRESSED IN SINGLE WORDS; FREEDOM, JUSTICE, HONOR, DUTY, MERCY, HOPE."
757,0,Kat and Andre scored strategically just so stay in the bloody competition. SO UNFAIR! #katandandre #mkr #katieandnikki
758,0,Colin u r kidding - you are so lame - those comments were so made up #mkr
759,0,@TruthsJustice @johnnygjokaj @BilalIGhumman @98Halima @cdnKhadija @rfrankh53 Another conspiracy theory idiot with no data.
760,0,@leel8on indeed. although the police were fairly nice. :)
761,0,Can Kat and Andre shut the fuck up like how selfish are you #MKR
762,0,"@Krynis I was able to do so without a problem. :P But I have pretty strong arms. 27"" monitor is a lot lighter than the dumbbells I use. :P"
763,0,@haroonstyles @halalflaws @biebervalue @greenlinerzjm Tell me what your Quran 33:33 says.
764,0,"Finally! Like, haven't you been waiting since school started for this?!?!"
765,0,@FcSmiliebers vc sofres bullying
766,0,In need of a job badly smh !
767,0,So many good looking dishes and also a few bad ones too. #MKR
768,0,@Shervyn i don't even know what that is! oh gosh.
769,0,@Weeezza you must have been drunk five minutes into #MKR2015 #MKR
770,0,@sweharris @comattwow this. blocklist doesn't look at all at what you say...
771,0,"é galero, sofro bullying memo"
772,0,@ingyusarms Here is a philosophical exercise for you.  The Quran repeatedly tells you to fear Allah.  Now why would god want to be feared?
773,0,Negativity: AINT NOBODY GOT TIME FOR DAT
774,0,I got to be more active on twitter in fact I'm going to be more active
775,0,[16] This kitchen invention takes away the worst thing about peeling fruit #realtime https://t.co/RJtBZp4cNA https://t.co/LJvyHP0n6u
776,0,#mistakesboysmake sleeping with someone the day we broke up #whataprick
777,0,"·i remember,how could i forget?"
778,0,Junk on the plate and in Katie's trunk #MKR
779,0,@edgeofthesandbx @batchelorshow @FearDept You haven't met any Ukrainians. Bandera is only popular among some Ukrainians.
780,0,Bianca deserves a medal cooking with Drasko #MKR
781,0,U_U Le hacemos bulling a Laurita U_U
782,0,"@jesicadiniz kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk para vei , issso é #bullying"
783,0,No more instant restaurants? #MKR
784,0,"@Spacekatgal @danielpunkass hehehe. ""at this level"""
785,0,@KarkinosBC True. And there is no real attack.  Just some haphazard ineffective long range shelling. It will disappear with the A10s arrival
786,0,"@jukes303 So you always hear people claim that oil is the US motivation, but there is never a rational argument for how...."
787,0,"Kat &amp; Andre got a right slap there, just wish it was literal! Vile individuals taking great satisfaction in the negative of others. #MKR"
788,0,There's a cave nearby where Colin keeps his stuff #mkr
789,0,"Congratulations, Illinois, on becoming the 15th state to reach marriage equality! #marriageequality #dabears"
790,0,I can't stand a bully. Miserable bastards.
791,0,No. http://t.co/ljHm8Wd27r
792,0,"RT @RudawEnglish: #Peshmerga forces managed to cut off the main road between Tel Afar and #Mosul and disrupt #ISIS supply chain,... http://…"
793,0,@mutaSawwif @TawheedNetwork_ Horse shit. The Quran says that apostacy is not accepted. Multiple Hadiths say apostates must be killed.
794,0,RT @curdistani: Kurds were supposed to be in Ummah at the beginning oh! &amp; I see now in ISIS statement it is actually Arab nationalism http:…
795,0,@eDRoaCH @twitter think about how passwords work. are they stored in plaintext? can the provider easily decrypt them? nope.
796,0,http://t.co/O6tdUczw5z
797,0,@Leexavier @brunagih e a toca do bulling haha
798,0,@bullysteria @yuyacst Qk mal plan bully a qk es eso de qk no veniste a los de google
799,0,@fdgonthier @Patreon thanks! ;)
800,0,@brian4dotcom I have no idea why I liked it...
801,0,@kornflakes600 HOTTEST BULLY EVER :)))) @TAClassOf2012
802,0,It's so obvious that you don't care anymore.
803,0,"@SirajZarook The Jews of Khybar lived in Khybar, far from Medina."
804,0,@rkp12588 @DaveGreene11 You only give half a fuck about sweatshop labor when it's a derail. Bye!
805,0,@BristolBen I just like that line.
806,0,Gay Teens Sue Minnesota School District over Bullying Policy http://t.co/HxPqaAZ via @TIMENewsFeed
807,0,Eu sei que isso é bulling mais ela nem vai notar a minha ausencia e eu pesso desculpa por isso aqui na presença de todos (:
808,0,@MelBiebs69 @haroonstyles @halalflaws @greenlinerzjm @biebervalue Here are 5 translations of 33:33. What is yours? http://t.co/2aWxFOFSMV
809,0,So if a police radio can stop a bullet why don't they make bully vests out of police radio's??!! #DONTBEFOOLED
810,0,@Dnl2Silva bullying u.u KKKK acho justo
811,0,I wish school was as easy as half the girls in it. :D
812,0,@GidgitVonLaRue You're not wrong! Can't wait for their comeuppance. #MKR
813,0,@Bahai144 You would claim there is no point in tying your shoes when your shirt is not buttoned.
814,0,#mkr Goodbye. Can't stand to watch those two (words fail me) again! That was not cooking.
815,0,"@honey_cutt83 I love these tweets because you can whine all you want, you will never be a sportscaster, and women are! MWUAHAHAHAHA"
816,0,"@MyKeyMoonShine @Grummz as gamergate has repeatedly proven, linking a URL doesn't mean shit for comprehension. &lt;3"
817,0,"@australiacamper Yep, same. But it's also wrong of #Mkr to let them get away with it. #mkr2015"
818,0,"RT @GwenTakagawa: ""Women feel guilty when they are attacked"" @freebsdgirl - scary but true, and not just in tech."
819,0,RT @LenLetaylor: @YesYoureSexist it was a joke. Get over it. I don't condone violence full stop. So was her racism OK then
820,0,@youfoundthecard ?
821,0,class should be cancel. #Unisza
822,0,@SuzieZUMO i seriously only see white.
823,0,RT @NanoElle92: I hope Lynn &amp; Tony are saved. These girls are terrible cooks #MKR #MKR2015
824,0,That Queensland cunt in the hat reminds me of Brian Blessed if he was the most boring man on planet earth #mkr
825,0,@AMohedin We can get that much from the Quran. So maybe the Hadiths can help us clarify.
826,0,@meursalt razer blackwindow chroma
827,0,"It's a unique challenge to uphold feminist ideals in a heated argument in your second language, against three men"
828,0,"RT @vanessabayer: Guys, my sex tape just leaked! #FiftyShades Watch it here: http://t.co/JMBD5skwvf"
829,0,"RT @DanielleVLee: #mkr is love, #mkr is life."
830,0,"Our pancakes are selling like hotcakes Shaz - yes, yes they are Jac! We wish we could sample some! #MKR #tvweekmag"
831,0,"@0xabad1dea unless you are the help desk person I am talking to, it is unlikely. I've been doing obscene things to ruby all evening."
832,0,Waiting to sync this bitch on my mac &amp; imma blast it with the beats on
833,0,"I swear to God 82,6% of the girls don't even understand the rules of football. They're just going to see @Louis_Tomlinson ☺♥."
834,0,@edgeofthesandbx @batchelorshow @FearDept I'll stick with Colorado real estate if you don't mind.
835,0,"@smtvic I believe another nice Irish expression would be Colin is a ""fecking eejit"". #MKR"
836,0,"Para los padres/madres de familia, educadores y a quienes interese el tema del Bullying, recomiendo sigan @BraveKidsVoices"
837,0,You have ruined everything in my life. You should just move away
838,0,BULLSHIT. how the fuck do they stay. how the fuck did they get away with that bullshit. ugh no. sore winners too. 🙅🙅🙅🙅🙅 #mkr
839,0,Come on down! We're cooking ears?! @cityofmandurah thegoodguysau #CrabFest15 #MKR  #ChloeandKelly https://t.co/6kGw1LEjFR
840,0,Um encontro e um bate papo sobre Bullying on Twitpic: http://t.co/udxW8Cl via @AddThis
841,0,ordering shoes and sweaters online tonight because i cleaned the house:) #thanksdaddy
842,0,"PWI: VIDEO: LATEST TNA SPIN CYCLE WITH BULLY RAY, MICKIE JAMES AND MORE http://bit.ly/pHWYqg #Wrestling"
843,0,@harmlesstree2 Here again. https://t.co/xWJzpSodGj
844,0,@TheDoubleclicks you make the drive to LA so tempting. :P
845,0,I don't think anyone knows what they want out of Highschool. I mean you're still pretty young.
846,0,I just found these. http://t.co/Lyam5snQ1c
847,0,This bullying needs to #STOPNOW!
848,0,"Sério, tem que pessoas que pedem para sofrer Bullying não é possível !"
849,0,Presented without comment: http://t.co/pBhlLdmpCP
850,0,rofl. hey guys. guys. GUYS. I've got something to make you giggle. #ggautoblocker violates the Logan Act. https://t.co/BYfyjSuzlv
851,0,@chilblane wait what
